NK SpeedCoach Rowing Session
Session Summary:
Serial Number,NK-777888
Session Name,Port 8+ morning row
Session Date,2020-01-11
Session Start Time,09:12:00
Total Distance (GPS),4717
Total Elapsed Time,00:20:23.12
Total Strokes,450

Per-Stroke Data:
Interval,Distance (GPS),Elapsed Time,Split (GPS),Stroke Rate,Total Strokes,Distance/Stroke (GPS),Heart Rate,Power
1,4113.0,00:17:41.95,1:43.4,32.5,392,8.92,177,0
1,4121.6,00:17:43.81,1:47.7,32.3,393,8.63,184,0
1,4130.3,00:17:45.64,1:45.3,32.8,394,8.68,179,0
1,4138.6,00:17:47.43,1:47.9,33.4,395,8.32,177,0
1,4147.4,00:17:49.29,1:45.6,32.4,396,8.78,178,0
1,4156.7,00:17:51.19,1:42.3,31.6,397,9.28,176,0
1,4165.7,00:17:53.14,1:47.4,30.8,398,9.08,180,0
1,4174.7,00:17:55.07,1:47.8,31.0,399,8.97,181,0
1,4183.8,00:17:57.04,1:48.7,30.5,400,9.06,180,0
1,4192.1,00:17:58.63,1:35.5,37.7,401,8.34,187,0
1,4200.5,00:18:00.28,1:38.4,36.3,402,8.39,186,0
1,4209.1,00:18:01.91,1:35.0,36.8,403,8.57,181,0
1,4217.9,00:18:03.63,1:36.9,34.9,404,8.88,183,0
1,4226.3,00:18:05.29,1:38.5,36.3,405,8.39,185,0
1,4235.0,00:18:06.98,1:37.1,35.5,406,8.71,188,0
1,4243.4,00:18:08.62,1:38.2,36.6,407,8.34,184,0
1,4251.7,00:18:10.23,1:36.8,37.2,408,8.32,187,0
1,4260.0,00:18:11.85,1:37.5,36.9,409,8.34,187,0
1,4268.6,00:18:13.56,1:40.0,35.1,410,8.54,186,0
1,4277.3,00:18:15.29,1:39.3,34.7,411,8.70,182,0
1,4285.7,00:18:16.91,1:36.6,37.0,412,8.38,185,0
1,4294.2,00:18:18.57,1:37.3,36.2,413,8.51,186,0
1,4302.7,00:18:20.25,1:39.3,35.6,414,8.49,185,0
1,4311.6,00:18:21.91,1:32.5,36.2,415,8.97,188,0
1,4320.4,00:18:23.58,1:34.4,36.0,416,8.82,185,0
1,4328.7,00:18:25.23,1:40.1,36.4,417,8.24,182,0
1,4336.9,00:18:26.84,1:37.7,37.2,418,8.25,192,0
1,4345.3,00:18:28.51,1:39.4,35.9,419,8.41,184,0
1,4353.9,00:18:30.22,1:40.2,35.1,420,8.53,188,0
1,4365.0,00:18:33.70,2:36.7,17.2,421,11.11,128,0
1,4378.3,00:18:37.79,2:33.7,14.7,422,13.31,128,0
1,4390.8,00:18:41.70,2:36.2,15.3,423,12.52,131,0
1,4403.0,00:18:45.50,2:35.3,15.8,424,12.23,130,0
1,4414.9,00:18:49.21,2:36.5,16.2,425,11.85,133,0
1,4427.7,00:18:53.10,2:32.0,15.5,426,12.77,134,0
1,4439.5,00:18:56.83,2:37.2,16.1,427,11.86,125,0
1,4451.8,00:19:00.64,2:35.1,15.7,428,12.30,126,0
1,4464.1,00:19:04.49,2:36.4,15.6,429,12.30,133,0
1,4475.4,00:19:07.96,2:33.3,17.3,430,11.33,126,0
1,4487.1,00:19:11.62,2:36.9,16.4,431,11.65,131,0
1,4499.9,00:19:15.63,2:36.6,15.0,432,12.81,132,0
1,4511.8,00:19:19.28,2:34.0,16.4,433,11.85,131,0
1,4523.5,00:19:22.88,2:33.9,16.6,434,11.72,124,0
1,4535.3,00:19:26.57,2:36.0,16.3,435,11.83,130,0
1,4547.0,00:19:30.16,2:33.8,16.7,436,11.67,130,0
1,4559.2,00:19:33.97,2:36.1,15.8,437,12.19,135,0
1,4571.1,00:19:37.77,2:39.1,15.8,438,11.93,135,0
1,4582.7,00:19:41.38,2:36.2,16.6,439,11.55,135,0
1,4594.9,00:19:45.16,2:34.8,15.9,440,12.22,127,0
1,4606.5,00:19:48.82,2:37.7,16.4,441,11.62,132,0
1,4618.4,00:19:52.50,2:34.6,16.3,442,11.88,131,0
1,4631.2,00:19:56.53,2:37.1,14.9,443,12.85,129,0
1,4644.1,00:20:00.50,2:33.5,15.1,444,12.93,128,0
1,4655.6,00:20:04.10,2:37.1,16.7,445,11.44,126,0
1,4667.0,00:20:07.68,2:36.8,16.7,446,11.43,128,0
1,4680.2,00:20:11.73,2:33.5,14.8,447,13.19,128,0
1,4692.2,00:20:15.42,2:34.3,16.3,448,11.95,124,0
1,4704.4,00:20:19.13,2:31.9,16.2,449,12.20,133,0
1,4717.4,00:20:23.12,2:33.6,15.0,450,12.99,127,0
