NK SpeedCoach Rowing Session
Session Summary:
Serial Number,NK-999111
Session Name,Starboard 8+ morning row
Session Date,2020-01-11
Session Start Time,09:12:00
Total Distance (GPS),4728
Total Elapsed Time,00:20:23.46
Total Strokes,450

Per-Stroke Data:
Interval,Distance (GPS),Elapsed Time,Split (GPS),Stroke Rate,Total Strokes,Distance/Stroke (GPS),Heart Rate,Power
1,4122.8,00:17:41.99,1:44.4,31.3,392,9.18,174,0
1,4131.2,00:17:43.79,1:47.1,33.3,393,8.40,177,0
1,4139.9,00:17:45.62,1:45.3,32.8,394,8.67,172,0
1,4148.8,00:17:47.47,1:43.5,32.5,395,8.93,179,0
1,4158.0,00:17:49.36,1:43.0,31.6,396,9.21,177,0
1,4166.9,00:17:51.19,1:42.6,32.9,397,8.90,175,0
1,4176.3,00:17:53.14,1:43.8,30.8,398,9.40,181,0
1,4185.0,00:17:54.98,1:46.1,32.6,399,8.67,180,0
1,4193.4,00:17:56.79,1:48.1,33.2,400,8.35,183,0
1,4202.2,00:17:58.49,1:36.7,35.3,401,8.79,187,0
1,4210.6,00:18:00.13,1:37.0,36.6,402,8.45,184,0
1,4219.0,00:18:01.76,1:37.7,36.7,403,8.35,183,0
1,4227.5,00:18:03.41,1:36.9,36.3,404,8.54,187,0
1,4236.0,00:18:05.07,1:37.4,36.2,405,8.51,182,0
1,4244.5,00:18:06.70,1:36.2,36.8,406,8.47,185,0
1,4253.1,00:18:08.38,1:38.1,35.7,407,8.57,184,0
1,4261.4,00:18:10.01,1:38.2,36.8,408,8.30,182,0
1,4270.0,00:18:11.73,1:39.5,35.0,409,8.62,184,0
1,4278.2,00:18:13.35,1:38.9,37.0,410,8.20,189,0
1,4287.0,00:18:15.07,1:37.3,34.9,411,8.84,189,0
1,4295.6,00:18:16.78,1:39.5,35.0,412,8.62,185,0
1,4304.0,00:18:18.41,1:37.4,36.8,413,8.36,183,0
1,4312.0,00:18:20.05,1:42.4,36.7,414,7.99,181,0
1,4320.6,00:18:21.71,1:36.4,36.2,415,8.59,186,0
1,4329.1,00:18:23.36,1:36.5,36.4,416,8.55,181,0
1,4337.6,00:18:25.02,1:38.1,36.1,417,8.48,188,0
1,4345.9,00:18:26.69,1:40.2,36.0,418,8.33,186,0
1,4354.0,00:18:28.30,1:40.1,37.2,419,8.05,181,0
1,4362.5,00:18:29.98,1:38.9,35.8,420,8.47,184,0
1,4374.1,00:18:33.66,2:38.4,16.3,421,11.61,127,0
1,4386.7,00:18:37.54,2:33.3,15.5,422,12.66,133,0
1,4397.7,00:18:40.90,2:33.3,17.8,423,10.97,137,0
1,4410.7,00:18:44.93,2:35.3,14.9,424,12.96,131,0
1,4422.6,00:18:48.61,2:33.7,16.3,425,11.99,127,0
1,4434.7,00:18:52.39,2:37.1,15.9,426,12.03,129,0
1,4446.4,00:18:56.06,2:36.0,16.4,427,11.76,135,0
1,4458.9,00:19:00.02,2:38.3,15.2,428,12.50,136,0
1,4471.5,00:19:03.99,2:37.3,15.1,429,12.62,125,0
1,4484.2,00:19:07.89,2:34.5,15.4,430,12.63,130,0
1,4497.6,00:19:12.02,2:33.6,14.5,431,13.43,125,0
1,4509.3,00:19:15.59,2:33.2,16.8,432,11.66,131,0
1,4521.6,00:19:19.43,2:36.1,15.6,433,12.29,122,0
1,4533.9,00:19:23.18,2:32.1,16.0,434,12.33,127,0
1,4545.6,00:19:26.85,2:36.7,16.3,435,11.72,127,0
1,4557.7,00:19:30.69,2:39.0,15.6,436,12.08,130,0
1,4569.0,00:19:34.26,2:37.1,16.8,437,11.36,132,0
1,4581.2,00:19:38.03,2:34.8,15.9,438,12.18,133,0
1,4595.3,00:19:42.37,2:33.5,13.8,439,14.12,131,0
1,4607.0,00:19:46.01,2:36.3,16.5,440,11.65,129,0
1,4619.8,00:19:49.91,2:32.2,15.4,441,12.83,131,0
1,4631.9,00:19:53.66,2:35.3,16.0,442,12.08,123,0
1,4644.4,00:19:57.49,2:32.9,15.7,443,12.50,133,0
1,4656.0,00:20:01.11,2:36.4,16.6,444,11.57,132,0
1,4667.4,00:20:04.65,2:35.5,16.9,445,11.39,128,0
1,4679.3,00:20:08.37,2:35.1,16.1,446,11.99,131,0
1,4691.1,00:20:12.02,2:35.2,16.4,447,11.78,131,0
1,4703.3,00:20:15.78,2:34.5,16.0,448,12.15,127,0
1,4715.9,00:20:19.67,2:34.1,15.4,449,12.63,135,0
1,4728.3,00:20:23.46,2:33.2,15.8,450,12.37,132,0
