NK SpeedCoach Rowing Session
Session Summary:
Serial Number,NK-123456
Session Name,Morning steady-state
Session Date,2020-01-11
Session Start Time,09:12:00
Total Distance (GPS),4735
Total Elapsed Time,00:20:26.86
Total Strokes,450

Per-Stroke Data:
Interval,Distance (GPS),Elapsed Time,Split (GPS),Stroke Rate,Total Strokes,Distance/Stroke (GPS),Heart Rate,Power
1,4129.1,00:17:46.07,1:48.3,32.7,392,8.47,178,0
1,4137.8,00:17:47.93,1:46.7,32.4,393,8.69,177,0
1,4146.8,00:17:49.86,1:46.8,31.1,394,9.03,173,0
1,4155.2,00:17:51.65,1:46.7,33.4,395,8.41,179,0
1,4163.8,00:17:53.53,1:48.5,32.0,396,8.63,175,0
1,4173.1,00:17:55.46,1:43.8,31.1,397,9.30,177,0
1,4182.3,00:17:57.38,1:45.3,31.2,398,9.13,178,0
1,4191.1,00:17:59.29,1:48.2,31.3,399,8.84,174,0
1,4200.3,00:18:01.23,1:45.8,31.0,400,9.16,177,0
1,4208.8,00:18:02.88,1:36.8,36.3,401,8.53,182,0
1,4217.6,00:18:04.57,1:36.6,35.5,402,8.75,187,0
1,4226.0,00:18:06.26,1:39.5,35.6,403,8.46,187,0
1,4234.2,00:18:07.89,1:39.8,36.8,404,8.16,187,0
1,4242.6,00:18:09.53,1:37.0,36.6,405,8.45,184,0
1,4251.4,00:18:11.26,1:38.6,34.5,406,8.81,183,0
1,4259.8,00:18:12.91,1:39.1,36.3,407,8.34,181,0
1,4268.5,00:18:14.62,1:37.3,35.2,408,8.76,183,0
1,4277.2,00:18:16.28,1:35.7,36.1,409,8.68,185,0
1,4286.5,00:18:18.01,1:33.7,34.6,410,9.24,187,0
1,4295.3,00:18:19.73,1:36.9,35.0,411,8.86,181,0
1,4304.2,00:18:21.45,1:37.2,34.9,412,8.85,184,0
1,4312.4,00:18:23.08,1:38.9,36.8,413,8.25,184,0
1,4320.6,00:18:24.72,1:40.2,36.6,414,8.18,186,0
1,4329.0,00:18:26.40,1:40.0,35.7,415,8.41,190,0
1,4337.1,00:18:28.04,1:41.5,36.5,416,8.09,188,0
1,4345.6,00:18:29.68,1:35.8,36.7,417,8.54,182,0
1,4354.4,00:18:31.35,1:34.7,36.0,418,8.81,183,0
1,4362.9,00:18:32.98,1:36.7,36.7,419,8.46,187,0
1,4371.7,00:18:34.70,1:37.0,34.9,420,8.86,188,0
1,4383.7,00:18:38.41,2:35.6,16.2,421,11.93,135,0
1,4395.2,00:18:41.93,2:33.2,17.0,422,11.49,134,0
1,4407.6,00:18:45.80,2:35.0,15.5,423,12.48,130,0
1,4419.3,00:18:49.36,2:32.7,16.9,424,11.65,131,0
1,4431.0,00:18:53.02,2:36.6,16.4,425,11.67,129,0
1,4442.6,00:18:56.59,2:33.6,16.8,426,11.63,133,0
1,4454.7,00:19:00.27,2:32.2,16.3,427,12.11,131,0
1,4466.7,00:19:03.99,2:34.3,16.1,428,12.04,128,0
1,4479.2,00:19:07.78,2:32.1,15.8,429,12.48,135,0
1,4492.1,00:19:11.76,2:33.7,15.1,430,12.93,133,0
1,4503.8,00:19:15.40,2:36.4,16.5,431,11.64,135,0
1,4516.2,00:19:19.21,2:32.9,15.8,432,12.46,133,0
1,4527.9,00:19:22.82,2:34.3,16.6,433,11.68,126,0
1,4539.2,00:19:26.35,2:36.2,17.0,434,11.31,126,0
1,4551.1,00:19:29.96,2:32.1,16.6,435,11.86,129,0
1,4564.0,00:19:33.93,2:33.7,15.1,436,12.92,128,0
1,4576.4,00:19:37.80,2:36.4,15.5,437,12.36,131,0
1,4588.0,00:19:41.44,2:37.2,16.5,438,11.57,129,0
1,4599.9,00:19:45.17,2:36.1,16.1,439,11.97,135,0
1,4611.3,00:19:48.76,2:37.8,16.7,440,11.37,133,0
1,4623.1,00:19:52.32,2:31.4,16.8,441,11.76,133,0
1,4635.0,00:19:56.03,2:35.1,16.2,442,11.96,128,0
1,4647.3,00:19:59.86,2:35.8,15.7,443,12.29,133,0
1,4660.3,00:20:03.92,2:35.4,14.8,444,13.04,128,0
1,4673.0,00:20:07.85,2:35.8,15.2,445,12.64,129,0
1,4685.6,00:20:11.73,2:33.5,15.5,446,12.63,131,0
1,4697.9,00:20:15.48,2:32.8,16.0,447,12.28,127,0
1,4710.0,00:20:19.27,2:35.8,15.9,448,12.14,127,0
1,4722.0,00:20:22.93,2:33.4,16.4,449,11.94,138,0
1,4734.8,00:20:26.86,2:33.4,15.2,450,12.82,131,0
